,gene_symbol,GSM1531972,GSM1531973,GSM1531974,GSM1531975,GSM1531976,GSM1531977,GSM1531978,GSM1531979,GSM1531980,GSM1531981,GSM1531982,GSM1531983
ENSMUSG00000025188,Hps1,14.8752,14.7434,15.94804,16.372,16.40361,16.00241,14.64296,14.06974,14.86317,13.4744,15.59271,16.08051
ENSMUSG00000025189,Cnnm1,0.63462,0.75738,0.77449,0.49517,0.37649,0.60708,0.78316,0.69814,0.58827,0.70566,0.69674,0.45482
ENSMUSG00000025190,Got1,27.3593,23.1903,23.0235,26.39878,26.98198,23.2589,23.2237,24.26052,23.90217,26.63878,28.44537,24.7001
ENSMUSG00000025192,Entpd7,6.18952,6.11611,5.99093,4.49174,5.75107,6.37943,4.61113,5.51536,6.29466,5.66567,6.52255,5.0627
ENSMUSG00000025193,Cutc,8.77892,8.61976,9.2939,9.71773,9.94571,9.25804,9.66901,8.13342,7.98802,7.73291,8.36096,8.88646
ENSMUSG00000025194,Abcc2,86.37911,88.92287,96.04372,91.43792,89.19652,87.98137,79.21952,94.24969,110.61367,122.51123,99.39786,91.39197
ENSMUSG00000025195,Dnmbp,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025196,Cpn1,111.5523,122.22725,110.22413,101.66457,115.11289,104.2668,117.98608,120.29072,125.48601,134.45832,123.021,126.6845
ENSMUSG00000025197,Cyp2c44,32.67225,38.23498,29.35906,28.25567,32.1595,24.73515,30.89193,36.31871,36.22124,37.78346,32.57492,35.0512
ENSMUSG00000025198,Erlin1,44.03558,46.95771,49.10974,47.01013,48.47343,45.56924,43.85691,46.2173,47.06104,44.83893,47.43924,45.4818
ENSMUSG00000025199,Chuk,54.06453,50.83337,58.84087,63.98626,60.83616,61.22454,52.30656,54.05278,52.03128,50.42031,53.45254,50.97988
ENSMUSG00000025200,Cwf19l1,18.33347,16.73456,17.81327,18.72361,17.88342,19.69227,16.23548,16.61588,16.68812,16.46548,18.05478,16.79329
ENSMUSG00000025202,Scd3,0.38815,0.11963,0.29059,0.38494,0.29509,0.36045,0.27502,0.48422,0.42683,0.28713,0.18889,0.23043
ENSMUSG00000025203,Scd2,827.77614,742.04,793.7412,770.11466,836.0735,729.2234,602.71037,704.28123,730.96664,758.53291,731.27111,784.91063
ENSMUSG00000025204,Ndufb8,91.3912,89.56363,92.63541,89.17202,91.94346,93.41525,90.3815,76.89726,77.16534,73.51286,80.16592,83.62178
ENSMUSG00000025207,Sema4g,72.87554,72.99732,70.30262,70.56165,73.47893,72.20513,73.46633,77.0405,77.03148,84.51304,75.24848,83.93138
ENSMUSG00000025208,Mrpl43,26.56359,26.20092,27.24804,28.75726,27.80944,29.56174,29.63414,24.29156,23.1976,23.12002,25.50752,26.6094
ENSMUSG00000025209,Twnk,28.8479,27.51826,31.5781,31.86029,30.97504,34.3463,28.20826,28.22087,29.42032,30.32788,28.81546,29.43134
ENSMUSG00000025212,Sfxn3,5.97016,5.43406,6.52095,6.37961,5.83597,6.78533,7.22726,6.5956,6.04085,7.79931,8.31725,6.93075
ENSMUSG00000025213,Kazald1,0.14103,0.28853,0.21122,0.21664,0.251,0.34148,0.30122,0.20944,0.24769,0.23522,0.42411,0.2449
ENSMUSG00000025215,Tlx1,0.07051,0,0,0.0619,0.06275,0,0,0,0.09288,0.05881,0.06059,0
ENSMUSG00000025216,Lbx1,0.70513,0,0.0352,0.03095,0,0,0,0,0,0,0.57557,0.03499
ENSMUSG00000025217,Btrc,99.95196,106.89925,99.24041,97.57952,96.35073,95.31181,90.3042,92.29478,94.18417,97.70488,102.3305,102.01902
ENSMUSG00000025218,Poll,8.60264,9.66565,9.39951,9.59393,8.69073,10.05484,9.42803,8.86647,9.07165,9.05602,10.29971,8.74651
ENSMUSG00000025219,Fgf8,0.10577,0,0.0352,0.03095,0,0.03794,0.06024,0.03491,0,0.0294,0.03029,0.03499
ENSMUSG00000025220,Mgea5,141.72618,135.23505,152.32183,160.12163,154.87694,158.07873,135.89088,144.84026,153.41795,167.98064,161.37221,156.90203
ENSMUSG00000025221,Kcnip2,3.45515,4.00332,3.90766,4.42558,3.51394,4.09781,2.89166,3.49074,2.75555,2.79325,2.90816,3.67353
ENSMUSG00000025223,Ldb1,172.44108,175.0276,170.52897,167.92435,154.6133,185.16057,178.28936,158.68887,161.12238,167.94787,167.49164,169.64716
ENSMUSG00000025224,Gbf1,63.23165,61.63658,63.96625,62.13889,64.66269,64.03905,52.59213,62.16487,64.86035,68.88702,70.27288,64.3742
ENSMUSG00000025225,Nfkb2,15.33666,15.83292,14.18726,16.49535,15.34208,17.52952,14.66916,14.80072,16.1308,15.25998,16.96422,15.11395
ENSMUSG00000025226,Fbxl15,5.08515,5.97903,5.61457,5.66504,5.70722,5.95179,5.68703,4.98229,5.08404,4.81378,4.98336,5.34717
ENSMUSG00000025227,Mfsd13a,18.73315,19.02377,19.08541,18.93852,18.87485,20.15012,15.11036,16.24945,17.92728,16.58778,16.04865,16.76677
ENSMUSG00000025228,Actr1a,102.52638,97.30584,99.73338,99.31307,97.73147,101.95224,88.31635,98.50852,93.53402,84.09148,94.78758,97.54095
ENSMUSG00000025229,Pitx3,0.70513,0.07213,0,0,0,0,0,0,0,0,1.02997,0
ENSMUSG00000025231,Sufu,22.45848,22.54117,21.15778,21.13756,20.51931,22.27239,19.63922,21.85222,21.51805,19.46454,24.11341,22.14615
ENSMUSG00000025232,Hexa,40.40134,50.16594,42.38246,42.3974,42.60463,42.72175,49.87947,44.26262,53.31359,50.48198,53.2826,47.47234
ENSMUSG00000025234,Arih1,102.10348,102.85986,101.00082,105.34709,99.92778,99.90355,93.35489,98.68313,100.84103,100.52786,106.29908,101.0048
ENSMUSG00000025235,Bbs4,2.95892,3.69364,3.61531,4.1078,3.02583,3.2756,3.35297,3.62335,3.4771,3.53793,4.69351,3.0742
ENSMUSG00000025236,Adpgk,14.16702,17.39444,12.83193,12.56975,10.63321,7.87489,17.41603,15.4252,13.46723,14.86536,15.07375,11.21884
ENSMUSG00000025237,Parp6,2.5019,2.90198,3.19321,2.29317,2.24011,3.3923,1.43543,1.84984,2.38023,3.27718,2.19707,2.95352
ENSMUSG00000025239,Limd1,107.15467,103.32752,105.55656,105.39035,104.56128,104.55327,101.08833,99.42672,99.97561,98.79079,105.25632,105.52633
ENSMUSG00000025240,Sacm1l,66.87496,64.83169,68.29228,70.83621,67.24723,63.35949,58.8449,60.27309,65.37872,62.88329,67.87551,61.89538
ENSMUSG00000025241,Fyco1,27.51293,29.83219,31.11974,29.22559,28.97065,29.7287,26.27217,27.00261,31.24752,33.96286,32.6168,30.83418
ENSMUSG00000025243,Slc6a20b,1.57429,1.75305,2.41038,1.34834,1.36037,1.70462,1.54704,1.68074,2.13133,2.24653,1.8543,2.10196
ENSMUSG00000025245,Lztfl1,28.88,26.53684,27.83618,27.43729,25.25334,26.58617,26.71372,24.62511,25.6846,25.16057,26.47781,25.75913
ENSMUSG00000025246,Tbl1x,82.21858,78.33519,82.06062,80.86715,78.34169,80.78019,71.05634,74.5968,77.12442,79.593,84.57879,79.66329
ENSMUSG00000025255,Zfhx4,10.92957,9.08859,8.73062,9.7177,8.8162,8.76477,6.98818,8.72683,9.28837,11.32002,13.11697,9.16633
ENSMUSG00000025257,Ribc1,2.46797,2.09183,2.6051,2.41396,2.44721,3.14925,2.43985,2.33879,2.60074,1.67596,2.60522,2.48401
ENSMUSG00000025260,Hsd17b10,56.65741,59.18407,55.97451,58.12053,56.4112,56.30694,61.3273,53.89691,57.74269,55.74734,57.52561,57.69186
ENSMUSG00000025261,Huwe1,285.41497,264.1047,308.44488,318.03066,319.33104,302.66346,214.51648,289.47633,300.55752,322.37099,314.72262,308.27764
ENSMUSG00000025262,Fam120c,6.05663,4.79676,4.67269,4.30178,4.61204,4.55313,4.11282,4.85212,6.04585,5.80502,6.41258,5.49406
ENSMUSG00000025264,Tsr2,17.28787,14.60842,17.53109,19.12425,18.06314,16.83904,15.11781,14.66222,14.74031,12.50823,14.98297,14.80443
ENSMUSG00000025265,Fgd1,13.66751,12.98196,13.65976,13.64976,15.75846,14.7673,12.98556,14.27599,14.70386,15.27725,17.30966,15.10862
ENSMUSG00000025266,Gnl3l,43.18271,42.91674,47.65597,52.08857,48.75612,49.21996,39.7006,45.01258,44.59878,43.24519,45.84478,44.13882
ENSMUSG00000025268,Maged2,78.68962,64.48577,60.62151,61.12255,59.20353,60.06343,69.30962,61.61148,70.00353,63.98012,98.05919,66.12359
ENSMUSG00000025269,Apex2,23.63253,22.30468,22.96184,23.45765,23.34413,24.1584,21.50781,21.26277,22.74718,24.29061,22.52095,23.03764
ENSMUSG00000025270,Alas2,1658.21872,1704.96419,1617.98645,1584.11451,1660.55745,1584.55312,1835.06786,1779.94617,1690.95241,1725.39677,1666.39117,1685.45228
ENSMUSG00000025271,Pfkfb1,7.19237,9.05255,7.49849,7.17995,6.96512,6.45025,7.80148,7.47017,7.4307,8.61498,7.78537,7.73192
ENSMUSG00000025272,Tro,8.67643,4.58036,3.4148,4.70411,3.54531,4.9705,4.42786,4.67758,5.07765,5.26307,7.84596,5.10796
ENSMUSG00000025277,Abhd6,8.7084,7.42956,7.81532,7.92272,8.03186,7.01941,6.41588,8.02869,7.2759,7.05664,6.54336,7.80188
ENSMUSG00000025278,Flnb,59.81813,57.01928,58.40344,54.99281,57.28844,59.79776,51.32702,65.80031,68.51171,76.64253,69.67252,61.20837
ENSMUSG00000025279,Dnase1l3,8.3976,9.55744,7.85542,5.97121,8.6907,7.55893,7.43823,9.14573,9.4177,9.32065,10.06052,9.79993
ENSMUSG00000025280,Polr3a,21.89439,22.03625,23.41072,25.37744,24.56618,25.11809,18.9464,22.13125,21.70385,22.5812,24.41638,21.79627
ENSMUSG00000025283,Sat1,38.60617,47.17425,41.04801,39.89211,42.35555,43.44445,54.33932,44.47197,51.14803,51.57234,52.74063,45.13204
ENSMUSG00000025287,Acot9,13.0813,13.56078,13.62768,14.85511,14.6205,13.77286,12.51617,12.99713,12.05366,11.46705,14.08637,12.64553
ENSMUSG00000025288,4933436I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025289,Prdx4,91.27965,93.41056,87.6934,92.22541,95.78519,89.62065,119.40176,101.40556,107.43526,107.96661,101.23963,101.56391
ENSMUSG00000025290,Rps24,700.50916,679.31258,717.41068,754.84745,712.70919,720.68325,756.93927,657.26112,671.67457,617.02166,663.7138,643.81521
ENSMUSG00000025314,Ptprj,41.95542,45.80359,42.28014,43.75171,43.67319,39.95371,36.65777,42.4473,47.52548,47.22064,47.01511,44.7943
ENSMUSG00000025316,Banp,22.02161,21.82671,20.84084,17.41456,15.18327,20.63873,21.32604,19.58302,21.88012,20.03869,21.02027,20.96622
ENSMUSG00000025317,Car5a,2.73775,2.62819,2.08824,2.4998,2.78606,2.04281,2.61474,2.81506,2.52627,2.74097,2.19628,2.5324
ENSMUSG00000025318,Jph3,0.10577,0.14426,0.10561,0.12379,0.06275,0.07589,0.15061,0.27926,0.15481,0.26462,0.15147,0.13994
ENSMUSG00000025321,Itgb8,0.8109,0.50492,0.31684,0.52612,0.34512,0.37943,0.63255,0.4887,0.34057,0.52925,0.93909,0.55978
ENSMUSG00000025323,Sp4,43.6125,37.83311,39.46378,40.51105,42.9516,39.1569,37.10966,40.70195,44.61511,43.10426,42.13794,44.04735
ENSMUSG00000025324,Atp10a,4.68914,4.97709,3.97806,4.67316,4.54929,4.21164,3.55434,4.64267,5.63494,4.58681,4.27135,4.02339
ENSMUSG00000025326,Ube3a,32.03063,30.38666,30.71142,33.47326,29.1213,32.47559,24.85987,29.13558,32.95135,33.70247,29.13506,32.57746
ENSMUSG00000025328,Padi3,0.56411,0.68136,0.66888,0.74275,0.58891,0.60708,0.71215,0.4887,0.64865,0.47044,0.87777,0.38485
ENSMUSG00000025329,Padi1,0.10577,0.11971,0.07716,0,0.10119,0.22766,0.03012,0,0.12385,0,0.11361,0.06997
ENSMUSG00000025330,Padi4,1.62181,1.83936,1.40816,1.48551,1.38048,1.36594,2.04826,2.30388,2.41497,2.58744,2.05994,1.60936
ENSMUSG00000025332,Kdm5c,147.44359,143.5059,147.08274,141.80408,144.82474,149.4944,132.92633,147.55324,148.39726,157.68639,152.01155,148.37566
ENSMUSG00000025333,Gpr143,0.10577,0,0.10561,0.09284,0.06275,0.07589,0,0.03491,0.03096,0.08821,0.15147,0
ENSMUSG00000025337,Sbds,57.88184,55.49845,52.45305,53.08305,54.15131,53.33662,52.86012,49.87075,51.24168,51.44761,53.08184,53.16729
ENSMUSG00000025340,Rabgef1,37.86565,38.73482,37.99872,37.33202,37.49239,37.41161,36.88167,35.53563,36.81292,33.9147,36.89728,33.82776
ENSMUSG00000025347,Mettl7b,0,0,0,0.03095,0,0,0.15061,0,0,0,0,0
ENSMUSG00000025348,Itga7,3.73721,0.2164,0.21122,0.34043,0.31374,0.30354,0.24097,0.34907,0.27865,0.32343,5.08926,0.2449
ENSMUSG00000025350,Rdh5,8.75567,9.57661,9.88507,8.69419,9.33494,8.03574,10.67015,9.33805,8.35207,9.07373,9.49725,10.65069
ENSMUSG00000025351,Cd63,55.88179,54.92825,51.82044,47.16488,52.45801,47.80777,63.40569,55.32858,59.35268,60.33415,67.52361,52.63211
ENSMUSG00000025352,Gdf11,2.67951,1.83936,2.07704,2.56869,2.60408,2.08685,1.41571,1.78027,1.6719,1.67595,2.15082,2.13414
ENSMUSG00000025353,Ormdl2,30.49037,29.34756,30.39057,29.81427,28.67965,27.68321,28.91434,26.34651,26.7022,27.51615,27.90156,27.05751
ENSMUSG00000025354,Dnajc14,57.96862,56.34505,58.81649,59.7495,59.82762,61.10263,56.20906,56.66326,57.32649,55.60519,58.73737,56.20939
ENSMUSG00000025355,Mmp19,45.32262,43.74708,47.68491,48.67931,51.15285,47.40813,39.54138,46.65059,45.65339,44.29596,46.14497,48.87952
ENSMUSG00000025357,Dgka,4.4776,5.04923,4.01327,4.766,3.6708,4.97051,4.60861,4.92193,5.75881,5.38069,4.87721,5.35286
ENSMUSG00000025358,Cdk2,89.16419,88.18097,85.75716,87.55238,84.05193,88.29269,81.96069,78.05274,82.01626,80.06357,88.24429,84.56123
ENSMUSG00000025359,Pmel,0.8109,0.68525,0.59847,0.68086,0.75299,0.94857,0.8434,0.4887,0.89788,0.61746,0.60587,0.80468
ENSMUSG00000025362,Rps26,399.49949,408.23669,405.44295,421.12055,391.00016,440.37164,413.9661,403.04772,391.46943,380.70415,412.45511,399.97895
ENSMUSG00000025364,Pa2g4,323.26809,289.28449,327.64308,370.324,343.10882,344.78527,277.29712,276.91853,274.99833,243.86484,267.73094,279.34974
ENSMUSG00000025366,Esyt1,52.67443,60.63903,52.14644,51.53989,49.2392,50.96891,49.1542,53.0724,55.13128,55.81533,60.29143,54.49718
ENSMUSG00000025369,Smarcc2,129.53286,133.91253,126.41803,128.24878,125.02731,127.37389,110.45551,120.25549,122.42122,124.16718,131.50281,135.43073
ENSMUSG00000025370,Cdh9,0.03526,0.03607,0.0352,0.03095,0,0.03794,0.09036,0.03491,0,0,0.06059,0
ENSMUSG00000025371,Chmp6,22.67004,22.97406,23.02354,25.25373,25.31919,23.82808,24.24791,20.45572,20.40354,19.84681,23.44707,22.35604
ENSMUSG00000025372,Baiap2,9.73084,12.40667,11.37093,10.15098,10.91832,12.25549,12.95226,12.07793,11.20797,15.11296,13.57138,13.81947
ENSMUSG00000025373,Rnf41,18.33345,20.05263,17.9189,19.77582,17.50694,18.78165,21.50672,19.23394,19.10307,19.31752,19.53917,17.17812
ENSMUSG00000025374,Nabp2,35.67977,34.40689,32.56384,34.47623,33.53938,36.95627,29.48904,31.73077,29.01066,26.31541,29.35417,31.87233
ENSMUSG00000025375,Aatk,2.6621,3.21102,2.81649,3.00628,2.85507,3.07381,3.40385,3.14166,4.02496,4.26404,3.68156,3.77848
ENSMUSG00000025377,Tepsin,12.56413,13.37432,13.44765,13.30509,13.22153,14.41299,12.78611,12.84697,11.49686,11.9438,12.51151,12.8111
ENSMUSG00000025380,Fscn2,0.07051,0.07213,0,0.12379,0.03137,0,0,0.03491,0.15481,0.05881,0.09088,0.03499
ENSMUSG00000025381,Cnpy2,42.30793,43.02653,41.50561,43.66776,40.78674,40.25725,45.51358,41.05099,42.1382,41.60471,41.80463,41.84324
ENSMUSG00000025383,Il23a,0.07051,0.07213,0.0352,0,0.03137,0.07589,0.03012,0.03491,0,0.0294,0.03029,0.03499
ENSMUSG00000025384,Faap100,11.84626,11.46894,12.8143,13.61715,13.30275,14.45618,12.34981,11.86849,13.18949,12.02568,12.45054,12.21012
ENSMUSG00000025386,Pde6g,0.29149,0.07316,0.36795,0.32925,0.39899,0.41243,0.2857,0.14986,0.26237,0.10149,0.42295,0.17781
ENSMUSG00000025389,Mip,0.21547,0.1247,0.06422,0.08194,0.11182,0.12795,0,0.05099,0.07928,0.13541,0.08864,0.33878
ENSMUSG00000025393,Atp5b,1722.61226,1663.85183,1709.94444,1767.81311,1759.98363,1735.1944,1679.95355,1631.08578,1621.08589,1549.87866,1650.31222,1676.32807
ENSMUSG00000025395,Prim1,91.60973,89.0028,91.3585,95.68929,90.64709,91.61493,88.71703,81.38227,82.87887,78.70572,86.18489,88.49787
ENSMUSG00000025396,Hsd17b6,0.03904,0.09525,0,0.06593,0.03137,0.0841,0.12694,0.0358,0.06444,0.059,0.11785,0.06997
ENSMUSG00000025400,Tac2,8.10903,9.23286,9.2939,7.48945,8.37696,7.89208,7.9521,8.09849,7.39971,7.49766,7.48244,9.13137
ENSMUSG00000025401,Myo1a,0.28205,0.57705,0.42245,0.52612,0.56474,0.41737,2.16875,0.52361,0.34057,0.35283,0.36352,0.41983
ENSMUSG00000025402,Nab2,14.03215,14.68412,12.5828,12.39802,12.74405,13.30842,15.45276,14.49394,14.43291,17.04696,16.16804,12.84297
ENSMUSG00000025403,Shmt2,169.091,176.5424,157.96087,156.00943,148.49531,165.5443,198.1092,191.74612,209.60756,251.57,220.23192,219.39755
ENSMUSG00000025404,R3hdm2,75.15564,76.6243,74.77471,74.32614,73.76178,76.34098,68.55746,74.1822,77.89963,79.98519,78.41514,78.58616
ENSMUSG00000025405,Inhbc,4.68914,5.80661,5.52705,4.76601,5.49053,4.40135,5.18089,5.55028,6.53283,6.08635,6.08896,6.43743
ENSMUSG00000025407,Gli1,2.82053,3.28199,3.16837,2.81628,2.72958,3.56662,3.61458,2.68787,2.81747,3.3813,3.45343,2.93882
ENSMUSG00000025408,Ddit3,22.35269,25.39036,18.05967,16.99051,16.03236,18.9334,25.59207,23.28314,24.30458,34.34224,33.47402,27.96652
ENSMUSG00000025409,Mbd6,62.06324,64.48574,58.2628,58.16249,52.96002,60.936,61.44786,63.98512,64.46129,73.03616,67.16012,66.33345
ENSMUSG00000025410,Dctn2,117.86321,116.52883,109.13283,109.4635,109.59097,119.32993,115.57634,106.9562,107.18785,108.1136,117.14405,110.45091
ENSMUSG00000025413,Ttc4,45.16389,43.53147,44.95566,48.9599,42.88881,45.83482,41.38693,39.20097,39.2899,39.72307,40.16894,41.63335
ENSMUSG00000025417,Pip4k2c,131.13652,133.37632,124.09816,127.4129,120.62377,126.29407,126.22287,125.0195,125.6738,120.85006,128.14453,122.1894
ENSMUSG00000025418,Bsnd,0.03526,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025420,Katnal2,0.33738,0.2525,0.5633,0.80775,0.34512,0.68619,0.33209,0.31417,0.34169,0.41273,0.36433,0.31487
ENSMUSG00000025421,Hdhd2,23.55152,23.33459,25.10063,26.41504,25.12688,25.18904,23.27939,23.54323,23.56147,22.90474,24.79097,23.92362
ENSMUSG00000025422,Agap2,6.59301,7.32139,5.94948,5.91109,5.23953,6.71222,6.2346,6.16718,6.71859,6.05692,6.39188,6.85725
ENSMUSG00000025423,Pias2,40.61571,37.00359,39.95666,41.4395,39.12393,39.76398,38.07355,37.56026,38.11327,37.54717,39.92654,36.21055
ENSMUSG00000025425,St8sia5,0.10577,0,0,0,0,0,0,0,0.06192,0,0.30293,0
ENSMUSG00000025427,Rnf165,2.4412,1.40657,1.71576,1.54748,1.1978,1.85941,1.14467,1.57083,1.22845,1.97092,2.51221,2.05433
ENSMUSG00000025428,Atp5a1,935.99395,910.62792,905.90959,952.73673,923.59739,936.72804,875.66144,875.75602,885.05724,838.14945,915.76652,917.82282
ENSMUSG00000025429,Pstpip2,6.68751,7.34624,5.94687,6.00276,7.04271,7.31956,5.5648,6.24221,6.5816,7.57424,8.37218,6.95383
ENSMUSG00000025431,Crisp1,0.03526,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025432,Avil,0.35257,0.42758,0.26759,0.33605,0.15687,0.11383,0.22653,0.31417,0.23362,0.23522,0.26316,0.27989
ENSMUSG00000025433,Crisp3,0,0,0,0.03095,0,0,0,0,0,0,0,0.03499
ENSMUSG00000025436,Atp23,3.984,3.46232,5.35102,4.36368,4.11004,3.94604,3.52421,3.80489,3.59151,3.52831,3.5746,3.81348
ENSMUSG00000025437,Usp33,59.40891,52.57272,50.34077,60.05579,54.95642,54.29966,46.1969,46.28356,46.42254,45.77987,49.54763,52.58606
ENSMUSG00000025439,Clns1a,59.29555,52.71927,59.31561,63.51796,59.42082,59.67353,52.87591,47.73937,48.30145,46.15358,50.48138,49.79054
ENSMUSG00000025451,Paip1,43.71831,42.1429,41.72549,44.51958,44.17516,43.21684,45.36301,40.05066,42.21608,41.4422,45.69795,40.81121
ENSMUSG00000025453,Nnt,44.07136,47.71652,45.66291,41.98283,47.03543,47.77252,43.83289,44.54324,48.82672,47.72238,51.65747,50.90453
ENSMUSG00000025461,Cd163l1,0,0.00041,0,0,0,0,0,0,0,0,0,0.17493
ENSMUSG00000025464,Paox,10.59407,13.36413,11.80084,10.74745,11.35354,9.19869,10.30515,9.82078,10.49955,12.44558,9.86403,9.97079
ENSMUSG00000025465,Echs1,98.6823,104.17765,95.18084,93.07227,100.83512,91.97459,100.35353,95.31298,94.84256,97.22353,97.18067,101.79032
ENSMUSG00000025466,Fuom,3.52566,3.24655,3.52169,3.39727,3.16881,2.80776,3.85555,3.70017,3.3639,3.03197,3.87753,3.32681
ENSMUSG00000025467,Prap1,0,0.46886,0.0352,0,0,0,2.25911,0,0,0,0.09088,0
ENSMUSG00000025468,Caly,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025469,Msx3,0,0,0,0,0,0.03794,0,0,0,0,0,0
ENSMUSG00000025470,Zfp511,8.67736,8.88546,10.09357,9.51331,9.21205,8.55529,8.53623,8.47839,8.76921,8.94306,9.11553,8.62088
ENSMUSG00000025473,Adam8,2.32694,2.66887,2.07704,1.91878,1.88247,1.93508,2.40972,2.51333,2.69363,2.70504,2.05994,2.13415
ENSMUSG00000025474,Tubgcp2,33.53741,34.41009,37.67007,42.31423,37.26128,38.79695,30.8835,35.56803,35.57349,27.81072,34.21433,36.08927
ENSMUSG00000025475,Adgra1,0.08039,0.03607,0.03521,0.12382,0.06276,0,0,0,0.03099,0.11763,0.03029,0.13997
ENSMUSG00000025477,Inpp5a,15.75972,15.18374,12.91992,14.45277,12.70666,13.27994,16.38611,14.9727,15.23293,15.34817,16.99452,14.41423
ENSMUSG00000025478,Dpysl4,0.54648,0.07213,0.10561,0.13937,0.04706,0.11383,0.27123,0.05236,0.15481,0.0441,0.72704,0.15744
ENSMUSG00000025479,Cyp2e1,0,0.40321,0.48613,0.21368,0.21662,0.52394,0.41594,0.72304,0.21377,0.20301,0.20916,0.24156
ENSMUSG00000025480,Syce1,0.17628,0.1082,0,0.0714,0.21962,0.18971,0,0.20133,0.09288,0.11761,0.06059,0.16143
ENSMUSG00000025481,Urah,2.5679,3.45316,2.29341,2.85875,3.87102,3.30144,2.43631,2.89663,2.37097,4.03662,2.78787,3.4438
ENSMUSG00000025482,Odf3,0,0,0,0.03095,0,0,0.03012,0,0.03096,0,0.03029,0
ENSMUSG00000025484,Bet1l,18.55967,19.46159,18.14605,17.34117,17.71878,18.9911,16.59484,16.73325,18.47621,18.62174,18.60188,19.51321
ENSMUSG00000025485,Ric8a,19.76937,21.47726,21.18116,19.76917,20.31088,17.364,22.19885,18.62043,19.37126,21.87948,22.12702,16.58638
ENSMUSG00000025486,Sirt3,13.22679,13.25682,12.14595,12.05349,12.04206,12.69589,14.4816,12.55578,15.39575,14.14427,12.66312,14.42551
ENSMUSG00000025487,Psmd13,111.2297,105.08047,113.8455,118.09755,112.43231,120.65112,103.78799,103.14581,96.81086,94.71903,102.01707,106.41234
ENSMUSG00000025488,Cox8b,0.59936,0,0,0,0.03137,0,0,0,0,0,0.60587,0
ENSMUSG00000025489,Ifitm5,0.0802,0.2694,0.0352,0.10264,0.08187,0.24138,0.11834,0.03491,0.03096,0.12965,0.14067,0.16198
ENSMUSG00000025491,Ifitm1,4.58336,8.18694,5.1398,4.92075,4.95716,5.19815,6.20502,6.01366,7.183,4.56211,4.99839,6.15753
ENSMUSG00000025492,Ifitm3,14.45521,32.35103,18.2709,16.9961,19.79727,15.22144,20.6633,18.31672,26.85113,24.84051,26.3927,17.91281
ENSMUSG00000025494,Sigirr,1.20238,1.96841,2.1256,2.37194,0.76921,1.80047,0.31905,1.58993,2.06237,1.31473,1.85369,1.54499
ENSMUSG00000025495,Ptdss2,161.33566,172.3095,159.20447,158.39104,151.45833,162.27655,151.69776,145.3866,142.93938,147.04649,151.83261,162.85236
ENSMUSG00000025496,Drd4,0.04948,0.03607,0,0,0,0,0,0.03491,0,0,0,0.03499
ENSMUSG00000025497,Cdhr5,0.20806,0.48948,0.31672,0.19923,0.42611,0.2656,1.2295,0.12417,0.23918,0.3541,0.33323,0.27184
ENSMUSG00000025498,Irf7,4.76452,17.534,9.06127,8.41044,11.25186,9.24301,9.42754,9.46756,15.13087,20.82825,16.81964,9.23769
ENSMUSG00000025499,Hras,78.72938,72.60073,77.51955,78.73211,76.58514,75.08877,71.41821,70.16386,59.41472,55.6887,65.37294,67.24315
ENSMUSG00000025500,Lmntd2,3.10259,2.88527,2.81634,2.94007,2.8237,3.60455,2.8013,1.98973,2.63171,2.29341,2.84757,2.58897
ENSMUSG00000025503,Taldo1,286.51779,278.27034,284.62344,290.45086,290.67677,287.46808,282.2078,268.58566,251.95968,247.20358,254.3854,277.11926
ENSMUSG00000025504,Eps8l2,21.02138,24.28419,21.69658,19.5552,21.23909,21.31558,31.51351,28.80526,30.97437,35.32212,28.78325,25.64986
ENSMUSG00000025505,Tmem80,10.80152,10.61068,10.85904,11.42111,10.94835,12.54227,11.94298,9.38452,9.35636,9.92661,10.36214,10.99662
ENSMUSG00000025507,Pidd1,39.80478,41.04296,42.38578,44.44147,38.37094,46.70749,35.21203,34.76772,33.71679,33.19558,37.2607,39.7091
ENSMUSG00000025508,Rplp2,434.11436,454.37218,449.77973,457.88526,435.62843,497.90968,488.26358,437.35946,427.80307,413.02664,425.69047,444.46735
ENSMUSG00000025509,Pnpla2,16.00654,17.74441,16.05307,15.04078,14.746,16.54305,17.71147,15.21959,17.05966,17.61219,15.87368,15.11395
ENSMUSG00000025510,Cd151,23.59656,26.95321,23.87058,25.54156,23.00775,24.24798,21.12773,23.80235,22.50908,21.45153,24.84934,23.8485
